track_name,artist_names,spotify_streams,isrc,all_time_rank,track_score
bad boy,chris jedi,42027577,QZZU32400012,,28.7
i love mama mantu,bulan sutena,8887656,FRX872121045,,28.7
hall of fame (feat. will.i.am),the script,1438795892,GBARL1201055,,28.7
original som fan,op,37291,SE5BU1734432,,28.7
slay!,eternxlkz,81775807,QM4TX2453776,,28.7
deixa,maria marï¿½ï,64736609,BRMKP2300072,,28.7
we didnï¿½ï¿½ï¿½t start th,fall out boy,52240739,USAT22306291,,28.7
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý- sayonara,kenshi yonezu,22739117,JPU902400966,,28.7
proud mary - 2023 remaster,tina turner,20455,GBAYE2300346,,28.7
runaway (u & i),galantis,895051532,USAT21404265,,28.7
ley seca,jhay cortez,412597562,USUM72113444,,28.7
dawns (feat. maggie rogers),zach bryan,261468916,USWB12300176,,28.7
mesafe,semicenk,59964248,TR0012300295,,28.7
numb,linkin park,1720830668,USWB10300474,,28.7
so high school,taylor swift,97601615,USUG12402544,,28.6
hola,dalex,28185177,QM9WM1900108,,28.6
dark red,steve lacy,1315024190,GBKPL1778015,,28.6
diosa,myke towers,465811322,QM4TW2040256,,28.6
wagon wheel,darius rucker,727417273,USCN11200248,,28.6
dil galti kar baitha hai,jubin nautiyal,64013323,INS182101589,,28.6
is there someone else?,the weeknd,669099980,USUG12106692,,28.6
dream girl,ir sais,133061000,TCADG1788520,,28.6
wild side (feat. cardi b),normani,181529121,USRC12101473,,28.6
bi' tek ben anlarï¿½,kï¿½ï,214391030,TRAUR2200002,,28.6
location (feat. burna boy),dave,540907681,GBUM71900578,,28.5
mon amour,annalisa,86387703,ITQ002300239,,28.5
"ve kamleya (from ""rocky aur rani kii prem kahaani"")",pritam,97050082,INH102310310,,28.5
pray for me,the weeknd,918478800,USUM71800001,,28.5
p r i d e . i s . t h e . d e v i l (with lil baby),j. cole,367165473,QMJMT2103642,,28.5
position,franglish,44456165,FRD8V2400040,,28.5
motley crew,post malone,399297877,USUM72111566,,28.5
poppin,yeat,152999496,USUM72202097,,28.5
memories,conan gray,445742307,USUM72204111,,28.5
casi completa,juliï¿½ï¿½n ï¿½ï¿½lvarez y su norteï,64656678,QZ7HP2300096,,28.5
jolene,beyoncï¿,57163264,USSM12402711,,28.4
roï¿½ï¿½a em,zï¿½ï¿½ fe,192684719,BRTLW2200006,,28.4
"sugarcane (remix) [feat. king promise, mayorkun & darkoo]",camidoh,52418564,GBX722200156,,28.4
kya hua,vishal mishra,96766,INP912410081,,28.4
toes (feat. lil baby & moneybagg yo),dababy,349688559,USUM71919280,,28.4
ch-ch-ch chick (feat. chick mcgee),bob and tom,3115,QZ5HC2126407,,28.4
10 things i hate about you,leah kate,238502829,QZES62254244,,28.4
adios amor,christian nodal,597899105,PEBQ91892842,,28.3
x ï¿½ï¿½ltima,daddy yankee,409394001,USUG12201738,,28.3
lalala - ilkan gunuc remix,y2k,28240865,USSM12002468,,28.3
poco a poco,xavi,283079113,USA2P2344729,,28.3
the alchemy,taylor swift,106201248,USUG12401042,,28.3
sunday service,latto,12270831,USRC12400151,,28.3
red ruby da sleeze,nicki minaj,148574146,USUM72302705,,28.3
mama,jonas blue,955563174,GBUM71701777,,28.3
puta mexicana,dj jeeh fdc,172602494,QZW9M2275605,,28.3
self care,mac miller,687861392,USWB11801215,,28.3
out of time,the weeknd,451878749,USUG12106689,,28.3
about you,the 1975,350348521,GBK3W2202321,,28.3
bed,joel corry,480737112,UK4ZF2100069,,28.3
23,chayce beckham,217524988,QMRSZ2101045,,28.3
remember,becky hill,453644642,GBUM72102420,,28.2
here's your perfect,jamie miller,418998816,USAT22101294,,28.2
highs & lows,prinz,64747926,GBARL2300644,,28.2
survivorï¿½ï¿½ï¿½s r,roddy ricch,4462637,USAT22403043,,28.2
halloween,blood dance,7332,CAENV2255241,,28.2
impossible,riize,16327372,KRA302400078,,28.2
el rescate,grupo marca registrada,391773238,USDXS2202347,,28.2
wockesha,moneybagg yo,138100044,USUM72105621,,28.2
mirame,blessd,24345826,QZZ3N2400057,,28.2
pantysito,alejo,332175085,USUG12201485,,28.2
brutal,olivia rodrigo,639900946,USUG12101242,,28.2
recognize (feat. drake),partynextdoor,275465440,USWB11401866,,28.2
daylight,drake,78417212,USUG12306070,,28.2
lovefool,twocolors,359757970,DEUM72001376,,28.2
memorias,mora,359336745,QM4TX2252943,,28.2
mood malandro,cï¿½ï¿½dig,188309858,QM3DF2276204,,28.1
jackie brown,brent faiyaz,247386146,QM24S2203177,,28.1
telefono nuevo,bad bunny,101706440,QMFME2364190,,28.1
danï¿½ï¿½a ma,bolofofos,10423140,CAHQJ1924665,,28.1
kalkatiya raja,pawan singh,8607782,DGA092395791,,28.1
drippy,sidhu moose wala,39891157,INU252412475,,28.1
never going home,kungs,304069347,FR9W12110749,,28.1
problemï¿½,alvaro diaz,275492185,USUM72118879,,28.1
waiting for the end,linkin park,160127218,USWB12401899,,28.1
pacto (feat. luar la l),jay wheeler,58652026,USUYG1480456,,28.1
nena maldiciï¿½ï¿½n (feat. lenny tavï¿,paulo londra,614897887,TCADL1878978,,28.1
talk talk,charli xcx,6446985,USAT22401345,,28.1
daisy,ashnikko,509353753,GBAYE2000596,,28.1
fast forward,jeon somi,88499180,KSA002301968,,28.0
ice attack,future,38912003,USSM12402029,,28.0
stolen dance,milky chance,1460945792,DEL211300741,,28.0
set me free pt.2,jimin,350802342,USA2P2251867,,28.0
azul,j balvin,489654759,USUM72001731,,28.0
location,karol g,236644328,USUM72023897,,28.0
terminator,king promise,34026239,GBARL2300512,,28.0
orang yang salah - sped up version,luvia band,3900009,IDA192303865,,28.0
snowman,sia,947770190,USAT21704212,,28.0
hurricane,kanye west,404497617,USUM72116311,,28.0
rumah singgah,fabio asher,239624643,SGB502214308,,28.0
strip that down (feat. quavo),liam payne,1000549809,GBUM71701628,,28.0
it girl - sped up version,aliyah's interlude,23708233,QZTB22394231,,27.9
khodni,al shami,916695,LBA132400598,,27.9
lost in the fire (feat. the weeknd),gesaffelstein,895496661,USQX91803314,,27.9
minha heranï¿½,ana castela,3582494,BKA7Y2400034,,27.9
diva yorgun,melike ï¿½ï¿½,62458329,TRBYM2000179,,27.9
can't get enough,jennifer lopez,9293098,QMRSZ2301148,,27.9
the man he sees in me,luke combs,5942861,US6XF2400108,,27.9
dilemma,nelly,859999247,USUR10200370,,27.9
20 tragos,yiï¿½,477396,USL4Q2255557,,27.9
my wrist (with young thug),yeat,83393310,USUM72307802,,27.9
gigachad theme - phonk house version,g3ox_em,282776356,QZNWS2230712,,27.9
jackie chan,tiï¿½ï¿,867318774,CYA111800123,,27.9
words (feat. zara larsson),alesso,383945607,USUG12202336,,27.9
bombonzinho - ao vivo,israel & rodolffo,343704935,BRRGE2200815,,27.9
mil preguntas,the la planta,27026914,BK4DA2407011,,27.9
ojalï¿,maria becerra,168710415,USAT22205402,,27.8
bejeweled,taylor swift,536110386,USUG12205715,,27.8
back for more (with anitta),tomorrow x together,93990459,USA2P2342327,,27.8
heaven,kane brown,492361216,USRN11700088,,27.8
that girl,amrinder gill,4128853,CBEGD2400001,,27.8
ferxxo 151,feid,106899723,USUM72312300,,27.8
dhaniya ae jaan,pawan singh,5842217,ING642306994,,27.8
young and beautiful,lana del rey,1256488099,GBUM71301823,,27.8
united in grief,kendrick lamar,246425341,USUM72208961,,27.8
drunk in love,beyoncï¿,607315454,USSM11307800,,27.8
la vida sin ti,rels b,50171337,UYB282476005,,27.8
freak,yuqi,9956970,KRA392400004,,27.7
casa mia,ghali,55157600,ITQ002400008,,27.7
kaikai kitan,eve,404765225,JPTF02017001,,27.7
opp stoppa (feat. 21 savage),ybn nahmir,246949197,USAT22100132,,27.7
mary on a cross,ghost,589145587,USC4R1902750,,27.7
go fuck yourself,two feet,649191183,DEVF11600016,,27.7
crocodile tearz,j. cole,37057985,USUG12402403,,27.7
plis,camilo,37814314,USSD12400017,,27.7
back to me,kanye west,77403728,QZ7XS2400005,,27.7
antidepresan,mert demir,172362945,USA2P2247676,,27.7
rise,jonas blue,872518334,GBUM71802109,,27.7
summertime sadness,lana del rey,1442872605,GBUM71111565,,27.7
8:00 am,nicki nicole,135465283,UYB282300034,,27.7
pick it up (feat. a$ap rocky),famous dex,577534277,QMCE31701365,,27.7
double fantasy (with future),the weeknd,180940067,USUG12302627,,27.7
jungle,alok,111266488,DEE862301476,,27.7
fisherrr,cash cobain,9215777,NL8RL2403852,,27.7
thank you for being you,octasounds,2248788,SGB502236932,,27.7
wild as her,corey kent,180186017,TCAGA2290354,,27.6
beautiful (feat. camila cabello),bazzi,737482160,USAT21810504,,27.6
black friday,tom odell,126929488,USA2P2342595,,27.6
summertime sadness (sped up),lana del rey,68235585,GBUM72206500,,27.6
ignorantes,bad bunny,671572185,QM4TW2090210,,27.6
break free,ariana grande,899830382,USUM71409719,,27.6
risk,gracie abrams,41114784,USUG12401764,,27.6
"nathy peluso: bzrp music sessions, vol. 36",bizarrap,286381494,UYB282001011,,27.6
wy@,brent faiyaz,54763093,QZNMX2317490,,27.6
acapulco,jason derulo,442260324,USAT22102812,,27.6
ghost town,benson boone,382177076,USWB12103472,,27.6
bande organisï¿½,13 organisï¿,267241905,FRX282066018,,27.5
only human,jonas brothers,508463163,USUG11901281,,27.5
daddy issues,the neighbourhood,1435372572,USSM11506747,,27.5
cha cha cha,kï¿½ï¿½ï¿½,143311775,FIWMA2200519,,27.5
raining in manila,lola amour,136169854,PHW012300171,,27.5
diabï¿½ï¿½,cris mj,83966111,QMFME2394856,,27.5
he knows (feat. lil nas x),camila cabello,14234598,USUG12402116,,27.5
"feels (feat. pharrell williams, katy perry & big sean)",calvin harris,1120187276,GBARL1700772,,27.5
everybody make some tik tok,bounce oï¿½ï¿½ï¿,532262,ITV951900027,,27.5
another love (tiï¿½ï¿½sto re,tom odell,141141890,GBARL2201039,,27.5
"his & hers (feat. don toliver, lil uzi vert & gunna)",internet money,224820131,QZJ842000873,,27.5
tu aake dekhle,king,410639967,FRX762050882,,27.5
red leather,future,22715763,USSM12403108,,27.5
viva la vida,coldplay,2102223775,GBAYE0800265,,27.5
nice to meet you,imagine dragons,15062636,USUM72404007,,27.5
verte ir,dj luian,550967367,QZ7B81700011,,27.5
pink + white,frank ocean,1299650856,QZ5C81600003,,27.4
mother,meghan trainor,79738242,USSM12300425,,27.4
flashback (feat. gazo),favï¿,88014813,DGA082396900,,27.4
space song,beach house,1099069598,USSUB1512203,,27.4
okay,jt,16446111,USUG12400080,,27.4
chill bill,rob $tone,843861768,USRC11601124,,27.4
my way,calvin harris,1014534913,GBARL1601358,,27.4
big city life,luude,181323700,AUDCB1702119,,27.4
wife,(g)i-dle,58909647,KRA392300032,,27.4
'till i collapse,eminem,1958809069,USIR10211066,,27.4
no hands (feat. roscoe dash & wale),waka flocka flame,662257934,USWB11002103,,27.4
jumbotron shit poppin,drake,126296463,USUG12208610,,27.4
la nota,manuel turizo,560949285,QZDYA1800024,,27.4
amor a primera vista,los ï¿½ï¿½ngeles az,346860422,MX1721901080,,27.4
solo,myles smith,95747052,UKXN22382205,,27.4
unforgiven (feat. nile rodgers),le sserafim,223652808,USA2P2310663,,27.4
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,bonnadol,478756,THSOH2301617,,27.4
elini ver,amo988,15352061,TRBUL2400025,,27.4
sex music,tank,5283089,USAT21001199,,27.4
porfa,feid,396184710,USUM71924087,,27.3
p power (feat. drake),gunna,307122295,QMCE32200042,,27.3
i can see you (taylorï¿½ï¿½ï¿½s version) (from the,taylor swift,247056218,USUG12302091,,27.3
derniï¿½ï¿½re d,indila,410783411,FRUM71301049,,27.3
prada (valexus remix),cassï¿,47098121,GBCEN2300156,,27.3
"a ver, a ver - ric piccolo edit",donald,67852,GBUQH2200069,,27.3
fight song,rachel platten,897794289,USSM11500753,,27.3
satu rasa cinta,happy asmara,3451208,DGA082216479,,27.3
south of the border (feat. camila cabello & cardi b),ed sheeran,765374782,GBAHS1900714,,27.3
losing it,fisher,523954769,CA5KR1821202,,27.3
mathematical disrespect,lil mabu,165642949,QZVEM2324634,,27.3
swervin (feat. 6ix9ine),a boogie wit da hoodie,815243082,USAT21812918,,27.3
dick (feat. doja cat),starboi3,247462687,USRC12100749,,27.3
perfect strangers,jonas blue,1050246077,GBUM71602437,,27.3
hey brother,avicii,1007623089,CH3131340084,,27.3
otra noche,los ï¿½ï¿½ngeles az,238849559,MX1722101437,,27.3
yet to come,bts,344744597,USA2P2226300,,27.3
when i'm gone,alesso,279996207,USUG12106230,,27.3
girlfriend,ruger,56670689,GBARL2201233,,27.2
watati (feat. aldo ranks) [from barbie the album],karol g,100094720,USAT22305791,,27.2
911,fuerza regida,181695722,QZ9QQ2200130,,27.2
always,daniel caesar,281707091,USUG12209355,,27.2
ykwim?,yot club,675984633,CAGOO1966522,,27.2
damage,h.e.r.,108241832,USRC11903897,,27.2
rags2riches 2 (feat. lil baby),rod wave,227802182,USLD91728036,,27.2
bellyache,billie eilish,965899534,USUM71615103,,27.2
no wahala,1da banton,154010050,QZHZ52129395,,27.2
wait a minute!,willow,1081039358,QMJMT1500801,,27.2
honey bees,hachi,423395,TCJPU2362002,,27.2
gypsy,g.d. kaur,58989412,FR96X2229645,,27.2
ojos marrones,lasso,370988405,MXUM72200528,,27.2
waste,kxllswxtch,272051636,USUYG1393224,,27.2
512,mora,475820416,QM4TW2165662,,27.2
little things x gypsy woman - l beats mashup,jorja smith,123627077,QM7282376030,,27.2
wake up (feat. chris brown),skylar blatt,8040021,USAR12300479,,27.2
sï¿½ï¿½guelo bail,ozuna,544755640,USXDR1700560,,27.1
arranca (feat. omega),becky g,161172707,USRC12300209,,27.1
the family madrigal,stephanie beatriz,217919853,USWD12112911,,27.1
hasta abajo,kevin roldan,380367132,USUM71913434,,27.1
flawlï¿½ï¿½ss (feat. lil uzi v,yeat,233573513,USUM72217061,,27.1
bon appï¿½ï¿,katy perry,280898252,USUM71702488,,27.1
i'm the one,dj khaled,1257029279,USSM11703300,,27.1
stay with me,1nonly,398942581,TCAFE2016912,,27.1
typa girl,blackpink,357054107,KRA402200021,,27.1
ayy macarena,tyga,417311779,USQX91903309,,27.1
ela pirou na dodge ram,luan pereira,149455007,BCX5C2300005,,27.1
like what (freestyle),cardi b,23475715,USAT22401675,,27.1
party in the u.s.a.,miley cyrus,1587114096,USHR10924519,,27.1
wet dreamz,j. cole,1244864869,USQX91402592,,27.0
dhani ho sab dhan,pawan singh,1332230,INS7A2352922,,27.0
next level,aespa,245384123,KRA302100169,,27.0
whiskey glasses,morgan wallen,806728296,QZ22S1500059,,27.0
bado badi,chahat fateh ali khan,901007,GX5PW2400002,,27.0
esta vida,marshmello,94359848,USSD12300013,,27.0
dusk till dawn - radio edit,zayn,1687683940,USRC11702155,,27.0
shotta flow [remix],nle choppa,496344788,QZ85M1951467,,27.0
bolide allemand,sdm,152546936,FRUM72202503,,27.0
amor tumbado,natanael cano,413743535,USDXS1911811,,27.0
new gold (feat. tame impala and bootie brown),gorillaz,155399041,GBAYE2200462,,27.0
maniac,viviz,77590300,KRA382321414,,27.0
don't mind,kent jones,416147244,USSM11603011,,27.0
dientes,j balvin,38622215,QZM5U2300388,,27.0
look alive (feat. drake),blocboy jb,982424606,USWB11800211,,27.0
wake up! (feat. juice wrld),ski mask the slump god,2886460,USUM72406359,,27.0
midnight rain,taylor swift,658208129,USUG12205712,,27.0
"lagdi lahore di (from ""street dancer 3d"")",guru randhawa,112851903,INS182000105,,27.0
boo'd up,ella mai,79783827,USUM71814738,,27.0
a mï¿,rels b,631152992,QM4TW1987698,,27.0
buttabomma - telugu,armaan malik,92120986,INA091916753,,27.0
burn it down,parker mccollum,42332727,USUM72223494,,26.9
tu fan,mafalda cardenal,65670361,QZMZ92325070,,26.9
whole lotta choppas,sada baby,55312275,US39N2000446,,26.9
heartless,kanye west,1315577954,USUM70840511,,26.9
galaxy express,d gerrard,20710234,THW092305121,,26.9
skate,bruno mars,248947222,USAT22104222,,26.9
mercy,shawn mendes,1351515181,USUM71603531,,26.9
dame tu cosita (feat. cutty ranks),el chombo,47325533,FR6Q11800035,,26.9
enemy - from the series arcane league of legends,imagine dragons,313209345,USUM72120989,,26.9
dear john,wild child,271785,QMB622200356,,26.9
mount everest,labrinth,612159812,GBHMU1800032,,26.9
escï¿½ï¿½n,ýýengo flow,63748913,QZ7R42353128,,26.9
laisse moi,keblack,76805130,DGA092316630,,26.8
this is the life,lizot,72773866,DEUM72311113,,26.8
baianï¿,bakermat,402771910,NLE801900440,,26.8
homicide (feat. eminem),logic,526019789,USUM71908267,,26.8
more than my hometown,morgan wallen,503296417,QZ22S1800117,,26.8
work out,j. cole,955547971,USQX91100801,,26.8
soltera,lunay,170646969,USA2P1955945,,26.8
fall in love alone,stacey ryan,250626750,USUG12202833,,26.8
huntinï¿½ï¿½ï¿½ w,j. cole,36972292,USUG12402405,,26.8
plain jane,a$ap ferg,733772721,USRC11701803,,26.8
orange soda,baby keem,676690653,QM6N21900076,,26.8
clap for 'em (feat. flo milli & sada baby),yungmanny,21634137,USRC12003901,,26.8
righteous,juice wrld,553627198,USUG12000979,,26.8
tï¿½ï¿½,ozuna,500508660,USXDR1700551,,26.8
casei com a putaria,mc paiva zs,255564797,BXKG22200702,,26.8
9mm,memphis cult,157826873,UKEX32307199,,26.8
solo - live,blackpink,6197708,KRA401900098,,26.8
envy me,calboy,492873992,USHM91813257,,26.7
deja vu,luan santana,117285775,BR27R2300050,,26.7
gï¿½ï¿½r,fatih bulut,11315262,TRBIY2400022,,26.7
vendetta!,mupp,317919778,QM4TX2285434,,26.7
tï¿½ï¿½ ok (re,dennis,112629182,BRSME2301107,,26.7
i'll be waiting,cian ducrot,185042019,GBUM72205880,,26.7
admirin' you (feat. preston pablo),karan aujla,97989585,CAW112300241,,26.7
untitled #13,glwzbll,32244050,RUA1D2328942,,26.7
el belicï¿½,peso pluma,254275891,QMFMF2141501,,26.7
imgonnagetyouback,taylor swift,88244010,USUG12402541,,26.7
roses (with juice wrld feat. brendon urie),benny blanco,475881575,USUM71820961,,26.7
banzai!,kazuo,118164,JPWP02202338,,26.7
one thing right,marshmello,545011148,US6XF1800275,,26.7
wildest dreams,taylor swift,964058806,USCJY1431379,,26.7
calling for you (feat. 21 savage),drake,74265576,USUG12306068,,26.7
what about us,p!nk,788403596,USRC11701586,,26.7
on the floor,jennifer lopez,456241170,USUM71100721,,26.7
mentalitï¿,baby gang,120605300,ITC6Q2200040,,26.7
"taki taki (with selena gomez, ozuna & cardi b)",dj snake,1569891590,USUG11801723,,26.7
captain hook,megan thee stallion,199063354,QMCE32000098,,26.6
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,djpaoremix,134274,QZDA42300052,,26.6
i'll be there,robin schulz,21067560,DEA622302401,,26.6
heavy stunts (with don toliver),yeat,11680886,USUM72405093,,26.6
time today,moneybagg yo,191071471,USUM72101019,,26.6
hold me while you wait,lewis capaldi,793528511,DEUM71900680,,26.6
messy in heaven,venbee,120785398,GBARL2201891,,26.6
maquillaje,renn,71320813,QZZ662405291,,26.6
shiver,john summit,30048265,USUG12401003,,26.6
novidade na ï¿½ï¿,mc livinho,191234818,BCDMP2300045,,26.6
coming for you (feat. a1 x j1),switchotr,169896142,GBARL2101712,,26.6
toxic pony,altï¿½ï,103232015,USRC12200203,,26.6
grey,yung filly,48858795,GBAHT2400033,,26.6
aquï¿½ï¿½ a,christian nodal,423313161,MXUM72006101,,26.6
whistle,flo rida,814272136,USAT21201745,,26.6
ceux qu'on ï¿½ï¿½,pierre garnier,50498801,FRZ052400042,,26.6
apaga el cel,calle 24,145975016,USDXS2304292,,26.6
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,ahmed saad,20588020,FRX872398704,,26.6
leave me alone,flipp dinero,651863663,QMKSC1800039,,26.6
latte (feat. maria becerra),the academy: segunda misiï¿½,25813787,USWL12400693,,26.5
rolling in the deep - acapella,adele,11170019,GBBKS1000427,,26.5
in my head,lil tjay,237061046,USSM12202421,,26.5
plan a,paulo londra,275416061,USWL12200224,,26.5
goodsin,olivetheboy,9513971,TCAGY2352982,,26.5
thrift shop (feat. wanz),macklemore & ryan lewis,1226381432,GMM881200022,,26.5
river,bishop briggs,547304707,TCACL1648391,,26.5
dil diyan gallan,atif aslam,204127666,INY091700035,,26.5
little bit of love,tom grennan,389164529,GBARL2001197,,26.5
i knew you were trouble.,taylor swift,839642356,USCJY1231039,,26.5
fresh out the slammer,taylor swift,105424914,USUG12401034,,26.5
the real slim shady,eminem,1798020679,USIR10000448,,26.5
left and right (charlie puth) [feat. jung kook of bts] - sped up version,sped up nightcore,3492767,USAT22210335,,26.5
save me,jelly roll,143528699,USZHR2000088,,26.5
ýýýýýý,sprite,9126545,TH2DY2100061,,26.5
best for me,joyner lucas,18852560,QM4TX2423210,,26.5
ni me debes ni te debo,carin leon,168963270,QZQMB2105022,,26.5
ya no vuelvas,luck ra,28739240,CLPP22200035,,26.4
scared to be lonely,martin garrix,1254883107,NLM5S1600025,,26.4
un aï¿½,sebastian yatra,573290850,USUM71821048,,26.4
21,polo g,500766243,USQX92002597,,26.4
i gotta feeling,black eyed peas,1423655688,USUM70965169,,26.4
nostylist,destroy lonely,100973437,USLD91740130,,26.4
respect (2021 remaster),aretha franklin,607726217,USRH12000996,,26.4
so done,the kid laroi,428787524,USSM12005922,,26.4
the boat beat,ricky desktop,13847072,QZES92025420,,26.4
no es justo,j balvin,580941059,USUM71804471,,26.3
new jeans,newjeans,253890110,USA2P2330067,,26.3
cat partying (tiktok sped up) - remix,music factory,2368578,ARIXB2303741,,26.3
wannabe,itzy,365845397,US5TA2000006,,26.3
yï¿½ï¿½reï¿½ï¿½i,amo988,75979813,TRBUL2300064,,26.3
no angels,justin timberlake,11092257,USRC12400002,,26.3
champagne poetry,drake,308396120,USUG12104397,,26.3
imitadora,romeo santos,503904686,USSD11700288,,26.3
ýýýýýýýýýýýýýý,akris & teddy,306040,FRX872442897,,26.3
20 min,lil uzi vert,1006734157,USAT21704166,,26.3
om jai jagdish hare,shivali,8313,INS172300521,,26.3
ya no tiene novio,sebastian yatra,431529832,USUM71809940,,26.3
your power,billie eilish,423439672,USUM72105934,,26.3
bling bling,grupo marca registrada,96383243,USA2P2358699,,26.3
pero tï¿,karol g,212911684,USUM72222545,,26.3
n'y pense plus,tayc,177952382,FR8FB2002810,,26.3
body,megan thee stallion,327693363,QMCE32000683,,26.3
where you are,john summit,123058600,USUG12301338,,26.3
scream & shout,will.i.am,767661283,USUM71215597,,26.3
bigger thï¿½ï¿½n everyt,yeat,48790265,USUM72311204,,26.3
princess diana (with nicki minaj),ice spice,220270601,USUG12300211,,26.3
this is me,keala settle,809894358,USAT21704622,,26.2
que pretendes,j balvin,806817589,USUM71912318,,26.2
the chicken wing beat,ricky desktop,68033539,QZHN72010372,,26.2
nï¿½ï¿½o vou nam,dj ws da igrejinha,73192291,QZZEC2322612,,26.2
rim tim tagi dim,baby lasagna,34926866,AT2DY2400003,,26.2
baila baila baila,ozuna,563326343,QM7281886206,,26.2
ms. jackson,pashanim,91200208,DECE72302560,,26.2
sï¿½ï¿½per ultra,picus,14167450,MXUM72300426,,26.2
happier (feat. clementine douglas),the blessed madonna,30812151,GBAHT2301515,,26.2
sin tanto royo,luis r conriquez,92158242,QMANG2210115,,26.2
psycho,red velvet,471042668,KRA301900597,,26.2
rhyme dust,mk,116992202,GBARL2300220,,26.2
tu foto,q' lokura,9244547,QM6N22456323,,26.1
loco,justin quiles,417078369,USWL12100223,,26.1
siempre pendientes,peso pluma,395739041,QM6P42200426,,26.1
lalali,seventeen,11282322,USA2P2415976,,26.1
slut me out,nle choppa,346862697,USWB12200942,,26.1
real love,martin garrix,23089149,NLM5S2302045,,26.1
a tu merced,bad bunny,778269101,QM4TX2030959,,26.1
cake by the ocean,dnce,1623436416,USUM71514637,,26.1
exchange,bryson tiller,989672356,USRC11502185,,26.1
wasted love (feat. lagique),ofenbach,385903701,FR9W12028036,,26.1
she got the best of me,luke combs,572628080,US6XF1700267,,26.1
y si se quiere ir,"luis angel ""el flaco""",110244949,QZDQH2154311,,26.1
camelot,nle choppa,537163250,USWB11901876,,26.1
stuck in the middle,tai verdes,143421888,QZHN52001856,,26.1
step back!,1nonly,166436749,USWB12203894,,26.1
uk rap,dave,107742416,GBUM72305710,,26.0
yugur,dildora niyozova,17009,GBLPF6787759,,26.0
mi cama,karol g,224367887,USUM71806196,,26.0
always this same old song,bingo club,84198,FR9W12223053,,26.0
true love,kanye west,269363579,USQX92202485,,26.0
la triple t,tini,265244748,USHR12243202,,26.0
car's outside,james arthur,578464780,DEE861903416,,26.0
northern attitude (with hozier),noah kahan,269280631,USUM72315552,,26.0
paradise,coldplay,1291954163,GBAYE1101143,,26.0
devil doesnï¿½ï¿½ï¿½t b,alec benjamin,203417763,USAT22200712,,26.0
vamos aclarando muchas cosas - en vivo,codiciado,145135597,QZQMB2102927,,26.0
peru,fireboy dml,316588910,USUYG1403104,,26.0
haja colï¿½ï¿½rio (feat. hugo & guilherme) - ao,guilherme & benuto,290735048,BCVV82000055,,26.0
just pretend,bad omens,209635991,USYFZ2264208,,26.0
older,isabel larosa,174933335,USRC12302056,,26.0
glorious (feat. skylar grey),macklemore,899431434,QZ8TY1700001,,26.0
alone,burna boy,139783785,USHR12244832,,26.0
delicate,taylor swift,987770768,USCJY1750007,,26.0
labios mordidos (with karol g),kali uchis,91553012,USUM72315069,,26.0
"no me conocen (remix) [con duki, rei & tiago pzk]",bandido,203081704,UYB282113006,,25.9
ni**as in paris,jay-z,1436087930,USUM71111621,,25.9
be my lover (feat. la bouche) - 2023 mix,hypaton,136778408,DEE862300656,,25.9
on the radar freestyle,drake,86155124,USLD91749183,,25.9
forever (feat. fridayy),lil baby,101717995,USUG12207233,,25.9
bang bang,jessie j,1336196012,USUM71409737,,25.9
reminder,the weeknd,1015965940,USUG11600998,,25.9
"""slut!"" (taylor's version) (from the vault)",taylor swift,265932119,USUG12306687,,25.9
icantbelieveiletyougetaway,aldn,3162942,QZMEQ2463576,,25.9
funk estranho,prod.67,3589,QZNWR2410858,,25.9
yo no soy celoso,bad bunny,370800055,QM6MZ2214880,,25.9
head shoulders knees & toes (feat. norma jean martine),ofenbach,437558372,FRY682000003,,25.9
jealousy (feat. cardi b),offset,58058696,USUM72311135,,25.9
clash (feat. stormzy),dave,237619076,GBUM72103840,,25.9
salt,ava max,388802420,USAT21906991,,25.9
fire on fire,sam smith,697834321,GBUM71807533,,25.9
problema,carlos agassi,125395,TCAHM2313718,,25.9
shoong! (feat. lisa of blackpink),taeyang,156994096,KSA002300722,,25.9
"leave em alone (layton greene, lil baby feat. city girls, pnb rock)",quality control,239850720,USUG11900730,,25.8
boyz in paris (with vinai),marnik,136709117,FR9W12333643,,25.8
3 nights,dominic fike,987061577,USQX91802455,,25.8
ngozi,crayon,48581084,US23A1567556,,25.8
i am not who i was,chance peï¿½,188215390,QZTPX2322912,,25.8
july,noah cyrus,977870118,USQX91901092,,25.8
perro fiel (feat. nicky jam),shakira,433482670,USSD11700143,,25.8
andamos mejor,los gemelos de sinaloa,209092342,USDXS2200425,,25.8
drag me down,one direction,1125333823,GBHMU1500070,,25.8
tu turrito,rei,187818818,UYB282208022,,25.8
ýýýý ýýýýýýýýýý,anna asti,21081306,RUA1D2242027,,25.8
meet me at our spot,the anxiety,609716786,QMJMT2002693,,25.8
get off the wall,philly goats,8470479,USUM72307453,,25.8
